query,match,score
màu caramen tổng hợp,chất tạo màu tổng hợp caramen nhóm ii caramien amoni,13.804364
màu caramen tổng hợp,màu tổng hợp,13.76072
bột kem tartar,bột kem,10.763298
bột kem tartar,cream of tartar,10.275317
bột kem tartar,bột kem sữa,10.07095
bột kem tartar,bột kem béo,10.07095
bột kem tartar,bột kem dừa,10.07095
bột kem tartar,đường bột kem,10.07095
bột kem tartar,bột kem không sữa,9.465636
bột kem tartar,bột kem thực vật,9.465636
bột kem tartar,bột kem béo thực vật,8.931477
không sử dụng cho người dị ứng với các thành phần của sản phẩm,sản phẩm không dùng cho người dị ứng với các thành phần sau,61.00958
không sử dụng cho người dị ứng với các thành phần của sản phẩm,sản phẩm không dành cho người dị ứng với các thành phần sau,61.00958
không sử dụng cho người dị ứng với các thành phần của sản phẩm,sản phẩm không dùng cho người dị ứng với các thành phần bột mì,59.28218
không sử dụng cho người dị ứng với các thành phần của sản phẩm,sản phẩm không dùng cho người bị dị ứng với các thành phần sau,54.5753
không sử dụng cho người dị ứng với các thành phần của sản phẩm,hương vani tổng hợp protein sữa sản phẩm không dùng cho người dị ứng với các thành phần sau,51.9712
không sử dụng cho người dị ứng với các thành phần của sản phẩm,sản phẩm không dùng cho người d ứng với các thành phần sau,48.922447
không sử dụng cho người dị ứng với các thành phần của sản phẩm,không sử dụng với người dị ứng thực phẩm có chứa,45.22137
không sử dụng cho người dị ứng với các thành phần của sản phẩm,sản phẩm không phù hợp cho người dị ứng với sữa,44.868782
không sử dụng cho người dị ứng với các thành phần của sản phẩm,sản phẩm này sử dụng nguyên liệu chứa các thành phần có thể gây dị ứng,37.68548
thạch trân châu hương phô mai,thạch trân châu konjac,31.598362
thạch trân châu hương phô mai,gói trân châu,20.823944
thạch trân châu hương phô mai,trân châu đường đen,19.657375
thạch trân châu hương phô mai,trân châu hoàng kim,19.657375
thạch trân châu hương phô mai,hương phô mai,19.602074
thạch trân châu hương phô mai,bột hương phô mai,18.606459
thạch trân châu hương phô mai,hương phô mai tổng hợp,17.714142
thạch trân châu hương phô mai,hương phô mai tự nhiên,17.714142
thạch trân châu hương phô mai,bột whey hương phô mai,17.714142
cây chai,hạt cây,6.6658745
cây chai,trái cây,6.6658745
cây chai,cây cọ,6.6658745
cây chai,quế cây,6.6658745
cây chai,cây thịt,6.6658745
cây chai,mía cây,6.6658745
cây chai,cây chanh,6.6658745
cây chai,sả cây,6.6658745
cây chai,cây hạt mỡ,6.165067
lớp bánh,lớp phủ,9.21783
lớp bánh,lớp phủ sôcôla,8.525293
lớp bánh,lớp sốt phủ,8.525293
lớp bánh,bánh,8.284819
lớp bánh,lớp phủ hỗn hợp,7.9295454
lớp bánh,bánh gạo,7.611816
lớp bánh,da bánh,7.611816
lớp bánh,bánh tráng,7.611816
lớp bánh,bánh quy,7.611816
bánh viên vị bí đỏ boro,bí đỏ,17.055195
bánh viên vị bí đỏ boro,bí đỏ tươi,16.061657
bánh viên vị bí đỏ boro,bột bí đỏ,16.061657
bánh viên vị bí đỏ boro,bí đỏ sấy,16.061657
bánh viên vị bí đỏ boro,cá viên,9.21783
bánh viên vị bí đỏ boro,viên thịt,9.21783
bánh viên vị bí đỏ boro,bò viên,9.21783
bánh viên vị bí đỏ boro,ốc viên,9.21783
bánh viên vị bí đỏ boro,chế phẩm thực phẩm dạng viên nguyên vị hiệu eurodeli,8.644531
bột bí đỏ,bí đỏ,17.055195
bột bí đỏ,bí đỏ tươi,16.061657
bột bí đỏ,bí đỏ sấy,16.061657
bột bí đỏ,bánh viên vị bí đỏ boro,13.695751
bột bí đỏ,bột bí đao,11.752302
bột bí đỏ,bột ớt đỏ,9.436691
bột bí đỏ,bột tiêu đỏ,9.436691
bột bí đỏ,bột điều đỏ,9.436691
bột bí đỏ,bột hạnh nhân hạt bí ngô,8.939167
là thành phần tự nhiên sản phẩm,sản phẩm có thành phần rau quả,19.423714
là thành phần tự nhiên sản phẩm,sản phẩm có chứa thành phần bột mì,18.554918
là thành phần tự nhiên sản phẩm,sản phẩm có thành phần chứa lúa mì,18.554918
là thành phần tự nhiên sản phẩm,sản phẩm có chứa thành phần từ gluten,18.554918
là thành phần tự nhiên sản phẩm,hướng trái cây tự nhiên từ thành phần,18.061533
là thành phần tự nhiên sản phẩm,trứng được sử dụng trong thành phần sản phẩm là trứng đã được thanh trùng,17.96421
là thành phần tự nhiên sản phẩm,trứng sử dụng trong thành phần của sản phẩm là trứng đã được thanh trùng,17.96421
là thành phần tự nhiên sản phẩm,sản phẩm có chứa thành phần từ dầu cá,17.762733
là thành phần tự nhiên sản phẩm,sản phẩm có chứa các thành phần dị ứng,17.762733
các đốm trắng,đường trắng,7.349402
các đốm trắng,tiêu trắng,7.349402
các đốm trắng,mè trắng,7.349402
các đốm trắng,rượu trắng,7.349402
các đốm trắng,đậu trắng,7.349402
các đốm trắng,gạo trắng,7.349402
các đốm trắng,hành trắng,7.349402
các đốm trắng,sôcôla trắng,7.349402
các đốm trắng,củ cải trắng,6.7972407
bột khoai tây tím,bột khoai tây,19.238377
bột khoai tây tím,tinh bột khoai tây,18.26716
bột khoai tây tím,tỉnh bột khoai tây,18.26716
bột khoai tây tím,tinh bột khoai tây biến tính,16.609455
bột khoai tây tím,bột gia vị khoai tây,16.098509
bột khoai tây tím,khoai tây,15.861528
bột khoai tây tím,vẩy khoai tây,14.923423
bột khoai tây tím,khoai tây chiên,14.923423
bột khoai tây tím,vảy khoai tây,14.923423
đen là tiêu,tiêu đen,14.089761
đen là tiêu,bột tiêu đen,13.031197
đen là tiêu,hạt tiêu đen,13.031197
đen là tiêu,tiêu đen xay,13.031197
đen là tiêu,vảy tiêu đen,13.031197
đen là tiêu,bột hạt tiêu đen,12.120575
đen là tiêu,tiêu đen hạt nguyên chất,11.328909
đen là tiêu,tiêu đen phú quốc nguyên chất,10.634321
đen là tiêu,tiêu,8.233392
lớp patê ngoài cùng có màu sắm hơn lớp patê trong cùng là tình trạng bình thường của patê sau khi nấu chín,màu sắc có thể thay đổi là hiện tượng bình thường,25.483847
lớp patê ngoài cùng có màu sắm hơn lớp patê trong cùng là tình trạng bình thường của patê sau khi nấu chín,lớp phủ,18.43566
lớp patê ngoài cùng có màu sắm hơn lớp patê trong cùng là tình trạng bình thường của patê sau khi nấu chín,lớp bánh,18.43566
lớp patê ngoài cùng có màu sắm hơn lớp patê trong cùng là tình trạng bình thường của patê sau khi nấu chín,lớp phủ sôcôla,17.050587
lớp patê ngoài cùng có màu sắm hơn lớp patê trong cùng là tình trạng bình thường của patê sau khi nấu chín,lớp sốt phủ,17.050587
lớp patê ngoài cùng có màu sắm hơn lớp patê trong cùng là tình trạng bình thường của patê sau khi nấu chín,lớp phủ hỗn hợp,15.859091
lớp patê ngoài cùng có màu sắm hơn lớp patê trong cùng là tình trạng bình thường của patê sau khi nấu chín,lớp phủ sô cô la,14.823241
lớp patê ngoài cùng có màu sắm hơn lớp patê trong cùng là tình trạng bình thường của patê sau khi nấu chín,đôi khi có xác trà nhuyễn trong sản phẩm,14.302361
lớp patê ngoài cùng có màu sắm hơn lớp patê trong cùng là tình trạng bình thường của patê sau khi nấu chín,hoặc ít hơn của,13.976292
wheat and celery,wheat gluten and soya,15.140169
wheat and celery,đậu nành contains celery,9.557278
wheat and celery,wheat,9.277612
wheat and celery,wheat flour,8.523962
wheat and celery,wheat starch,8.523962
wheat and celery,wheat gluten,8.523962
wheat and celery,contains wheat,8.523962
wheat and celery,whole wheat,8.523962
wheat and celery,contain wheat,8.523962
cacao ca cao khối chất béo thực vật,ca cao khối,26.813091
cacao ca cao khối chất béo thực vật,chất béo thực vật,23.178078
cacao ca cao khối chất béo thực vật,ca cao dạng khối,22.796047
cacao ca cao khối chất béo thực vật,bột ca cao giảm chất béo,21.715193
cacao ca cao khối chất béo thực vật,chất béo thực vật hydro hóa,21.291574
cacao ca cao khối chất béo thực vật,chất béo thực vật từ cọ,21.291574
cacao ca cao khối chất béo thực vật,chất béo thực vật chất ổn định,20.779041
cacao ca cao khối chất béo thực vật,chất béo thực vật đã hydrat hóa,20.468126
cacao ca cao khối chất béo thực vật,ca cao tách béo,20.11703
chiết xuất từ đầu mình,chiết xuất từ ớt,15.43333
chiết xuất từ đầu mình,chiết xuất từ thịt,15.43333
chiết xuất từ đầu mình,chiết xuất từ cá,15.43333
chiết xuất từ đầu mình,chiết xuất từ thực vật,14.743286
chiết xuất từ đầu mình,chiết xuất từ đậu nành,14.743286
chiết xuất từ đầu mình,dịch chiết xuất từ cá,14.743286
chiết xuất từ đầu mình,màu chiết xuất từ ớt,14.743286
chiết xuất từ đầu mình,chiết xuất từ thịt heo,14.743286
chiết xuất từ đầu mình,chất chiết xuất từ annatto,14.743286
stearin nhân co,stearin nhân cọ,17.168955
stearin nhân co,co,10.618261
stearin nhân co,dầu co,9.755705
stearin nhân co,palm stearin oil,9.0227585
stearin nhân co,dầu cọ stearin,9.0227585
stearin nhân co,dâ u co,9.0227585
stearin nhân co,dầu stearin cọ,9.0227585
stearin nhân co,nước bão hòa co,8.392247
stearin nhân co,hydrogenated palm stearin oil,8.392247
gia vị thịt gà,gia vị thịt,17.93293
gia vị thịt gà,gia vị gà,17.027151
gia vị thịt gà,bột gia vị thịt heo,16.31324
gia vị thịt gà,bột gia vị thịt nướng,16.31324
gia vị thịt gà,hương gia vị thịt nướng,16.31324
gia vị thịt gà,bột gia vị gà,15.995957
gia vị thịt gà,gia vị gà cay,15.995957
gia vị thịt gà,bột gia vị hương gà,15.086706
gia vị thịt gà,gia vị gà nướng bbq,15.086706
sản phẩm có lớp mỡ trắng mỏng ở bề mặt,sản phẩm có chứa,14.872609
sản phẩm có lớp mỡ trắng mỏng ở bề mặt,sản phẩm có chửa,14.872609
sản phẩm có lớp mỡ trắng mỏng ở bề mặt,sản phẩm có chứa sữa,14.213531
sản phẩm có lớp mỡ trắng mỏng ở bề mặt,sản phẩm có chứa gluten,14.213531
sản phẩm có lớp mỡ trắng mỏng ở bề mặt,sản phẩm có chứa cá,14.213531
sản phẩm có lớp mỡ trắng mỏng ở bề mặt,sản phẩm có chứa trứng,14.213531
sản phẩm có lớp mỡ trắng mỏng ở bề mặt,sản phẩm có chứa sulfite,14.213531
sản phẩm có lớp mỡ trắng mỏng ở bề mặt,sản phẩm có thể chứa,14.213531
sản phẩm có lớp mỡ trắng mỏng ở bề mặt,sản phẩm có chứa mè,14.213531
sữa bột bột sầu riêng,sầu riêng,21.419281
sữa bột bột sầu riêng,hương sầu riêng,20.142921
sữa bột bột sầu riêng,mứt sầu riêng,20.142921
sữa bột bột sầu riêng,hương sầu riêng tổng hợp,18.01569
sữa bột bột sầu riêng,hương sầu riêng tổng hợp dùng cho thực phẩm,14.907105
sữa bột bột sầu riêng,bột sữa sữa bột,13.397104
sữa bột bột sầu riêng,sữa bột,12.6313095
sữa bột bột sầu riêng,sữa bột gầy,11.845423
sữa bột bột sầu riêng,sữa bột béo,11.845423
chất tạo màu thực phẩm beta caroten tổng hợp,chất tạo màu beta caroten tổng hợp,38.636047
chất tạo màu thực phẩm beta caroten tổng hợp,mẫu thực phẩm beta caroten tổng hợp,35.741764
chất tạo màu thực phẩm beta caroten tổng hợp,phẩm màu beta caroten tổng hợp,33.47686
chất tạo màu thực phẩm beta caroten tổng hợp,màu tổng hợp dùng cho thực phẩm beta caroten,32.173798
chất tạo màu thực phẩm beta caroten tổng hợp,màu beta caroten tổng hợp,31.491009
chất tạo màu thực phẩm beta caroten tổng hợp,beta caroten tổng hợp,28.44028
chất tạo màu thực phẩm beta caroten tổng hợp,chất tạo màu beta caroten tự nhiên,26.879173
chất tạo màu thực phẩm beta caroten tổng hợp,chất tạo màu beta carotene tổng hợp,26.147066
chất tạo màu thực phẩm beta caroten tổng hợp,chất tạo màu tổng hợp beta carotene,26.147066
mì ý,ý dĩ,10.276905
mì ý,lưu ý,10.276905
mì ý,mỳ ý spaghetti,9.504801
mì ý,mì,6.304394
mì ý,bột mì,5.792268
mì ý,lúa mì,5.792268
mì ý,vắt mì,5.792268
mì ý,sợi mì,5.792268
mì ý,mì chính,5.792268
hưởng tổng hợp,hưởng liệu tổng hợp dùng cho thực phẩm,13.2810755
hưởng tổng hợp,tổng hợp,9.570031
hưởng tổng hợp,hỗn hợp hương tổng hợp,9.103472
hưởng tổng hợp,màu tổng hợp,9.005044
hưởng tổng hợp,hương tổng hợp,9.005044
hưởng tổng hợp,màu  tổng hợp,9.005044
hưởng tổng hợp,hướng tổng hợp,9.005044
hưởng tổng hợp,vitamin tổng hợp,9.005044
hưởng tổng hợp,tổng hợp thương,9.005044
olein dầu cọ,dầu cọ olein,20.877926
olein dầu cọ,dầu olein cọ,19.7143
olein dầu cọ,dầu cọ olein tinh luyện,18.407305
olein dầu cọ,dầu olein cọ tinh luyện,17.138988
olein dầu cọ,olein cọ,16.347694
olein dầu cọ,dầu olein,14.044036
olein dầu cọ,dầu cọ,13.314645
olein dầu cọ,dầu palm olein,12.988906
olein dầu cọ,dầu cọ stearin,12.4838295
permeate whey,whey permeate,17.75145
permeate whey,bột whey permeate,16.417782
permeate whey,permeate sữa,10.276905
permeate whey,whey,8.13541
permeate whey,bột whey,7.4745445
permeate whey,whey bột,7.4745445
permeate whey,đạm whey,7.4745445
permeate whey,whey powder,7.4745445
permeate whey,whey protein,7.4745445
đạm đậu nành thuỷ phân,đạm thực vật thuỷ phân từ đậu nành,27.378157
đạm đậu nành thuỷ phân,đạm đậu nành thủy phân,24.205997
đạm đậu nành thuỷ phân,đạm thực vật thuỷ phân,22.308535
đạm đậu nành thuỷ phân,có chứa bột đạm đậu nành thủy phân,21.136168
đạm đậu nành thuỷ phân,đạm đậu nành,19.685051
đạm đậu nành thuỷ phân,bột đạm đậu nành,18.780762
đạm đậu nành thuỷ phân,collagen thuỷ phân,18.488277
đạm đậu nành thuỷ phân,đạm thực vật thủy phân từ đậu nành,18.224985
đạm đậu nành thuỷ phân,đạm đậu nành trích ly,17.963476
dầu thực vật đã hydro hóa hoàn toàn,dầu thực vật đã hydro hóa,40.611908
dầu thực vật đã hydro hóa hoàn toàn,chất béo thực vật hydro hóa hoàn toàn,37.79614
dầu thực vật đã hydro hóa hoàn toàn,protein thực vật đã hydro hóa,34.909023
dầu thực vật đã hydro hóa hoàn toàn,dầu hạt cọ hydro hóa hoàn toàn,33.46095
dầu thực vật đã hydro hóa hoàn toàn,không chất béo thực vật đã hydro hóa,32.495705
dầu thực vật đã hydro hóa hoàn toàn,dầu thực vật hydro hóa,29.457005
dầu thực vật đã hydro hóa hoàn toàn,dầu thực vật không hydro hóa,28.101791
dầu thực vật đã hydro hóa hoàn toàn,dầu thực vật hydro hóa một phần,26.872673
dầu thực vật đã hydro hóa hoàn toàn,dầu dừa đã hydro hóa,26.771788
chứa chất chống oxy hóa tocopherol,chứa chất chống oxy hóa,31.352358
chứa chất chống oxy hóa tocopherol,dầu dừa chúa chất chống oxy hóa tocopherol,31.047674
chứa chất chống oxy hóa tocopherol,có chứa chất chống oxy hóa,30.146437
chứa chất chống oxy hóa tocopherol,chứa chất chống oxy hóa bha,30.146437
chứa chất chống oxy hóa tocopherol,chứa chất chống oxy hóa tbhq,30.146437
chứa chất chống oxy hóa tocopherol,có chứa chất chống oxy hóa tbhq,29.036118
chứa chất chống oxy hóa tocopherol,chất chống oxy hóa,26.97707
chứa chất chống oxy hóa tocopherol,chứa chất chống quy hóa tocopherol,26.36039
chứa chất chống oxy hóa tocopherol,với chất chống oxy hóa,25.84387
sản phẩm có thành phần chứa lúa mì,sản phẩm có chứa thành phần từ lúa mì,34.36695
sản phẩm có thành phần chứa lúa mì,sản phẩm có chứa các thành phần dị ứng lúa mì,31.742756
sản phẩm có thành phần chứa lúa mì,sản phẩm có chứa thành phần bột mì,30.49569
sản phẩm có thành phần chứa lúa mì,sản phẩm có chứa lúa mì,29.128033
sản phẩm có thành phần chứa lúa mì,sản phẩm có thể chứa lúa mì,27.938154
sản phẩm có thành phần chứa lúa mì,sản phẩm có thành phần rau quả,26.91026
sản phẩm có thành phần chứa lúa mì,sản phẩm có chứa thành phần từ gluten,26.601463
sản phẩm có thành phần chứa lúa mì,sản phẩm có chứa nguyên lúa mì,26.068329
sản phẩm có thành phần chứa lúa mì,sản phẩm có chứa thành phần từ dầu cá,25.509575
thịt bò nhập khẩu úc,thịt bò nhập khẩu từ úc,37.343613
thịt bò nhập khẩu úc,nguyên liệu nhập khẩu từ úc,23.808445
thịt bò nhập khẩu úc,yến mạch nguyên chất nhập khẩu từ úc,21.522236
thịt bò nhập khẩu úc,nhập khẩu,20.956789
thịt bò nhập khẩu úc,đường caramel thịt nhập khẩu có nguồn gốc súp,18.100515
thịt bò nhập khẩu úc,dầu cá hồi nhập khẩu giàu dha,15.938486
thịt bò nhập khẩu úc,bò úc,15.6182785
thịt bò nhập khẩu úc,nạc bò úc,14.444877
thịt bò nhập khẩu úc,thịt bò,12.991558
dậu thực vật,thực vật,12.460692
dậu thực vật,dầu thực vật,11.694035
dậu thực vật,đạm thực vật,11.694035
dậu thực vật,shortening thực vật,11.694035
dậu thực vật,bơ thực vật,11.694035
dậu thực vật,đầu thực vật,11.694035
dậu thực vật,dấu thực vật,11.694035
dậu thực vật,kem thực vật,11.694035
dậu thực vật,protein thực vật,11.694035
axit citric thực phẩm,axit citric,18.36422
axit citric thực phẩm,axit citric e,17.236666
axit citric thực phẩm,chất điều chỉnh độ chua axit citric,13.875578
axit citric thực phẩm,phẩm màu thực phẩm,10.247785
axit citric thực phẩm,phẩm màu thực phẩm fd,9.806852
axit citric thực phẩm,màu thực phẩm,9.725567
axit citric thực phẩm,cồn thực phẩm,9.725567
axit citric thực phẩm,gelatin thực phẩm,9.725567
axit citric thực phẩm,hương thực phẩm,9.725567
bột bắp bột nguyên trứng,bột nguyên trứng,19.90378
bột bắp bột nguyên trứng,bột trứng gà nguyên chất,15.203611
bột bắp bột nguyên trứng,bột bắp,14.349148
bột bắp bột nguyên trứng,bột trứng,13.55872
bột bắp bột nguyên trứng,tinh bột bắp,13.387394
bột bắp bột nguyên trứng,bột bắp cải,13.387394
bột bắp bột nguyên trứng,tỉnh bột bắp,13.387394
bột bắp bột nguyên trứng,bột trứng gà,12.540052
bột bắp bột nguyên trứng,bột trứng muối,12.540052
là dứa,dứa,9.738092
là dứa,lá dứa,8.947035
là dứa,hương dứa,8.947035
là dứa,hương lá dứa,8.274843
là dứa,nước ép dứa,8.274843
là dứa,nước dứa tươi,8.274843
là dứa,thì là,7.818343
là dứa,chà là,7.818343
là dứa,nước dứa cô đặc,7.696597
chà bông tương đương,chà bông gà,21.41644
chà bông tương đương,đương quy,11.110014
chà bông tương đương,chà là,9.992481
chà bông tương đương,dịch quả chà là,8.595932
chà bông tương đương,mảnh quả chà là,8.595932
chà bông tương đương,tương,7.6506243
chà bông tương đương,bột chiết xuất mầm bông cải xanh,7.5617733
chà bông tương đương,nước tương,7.0291386
chà bông tương đương,tương ớt,7.0291386
thịt gà tươi thái sợi,thịt gà tươi,20.361853
thịt gà tươi thái sợi,thịt ức gà tươi,17.365932
thịt gà tươi thái sợi,trứng gà tươi,13.337881
thịt gà tươi thái sợi,thịt gà,13.229998
thịt gà tươi thái sợi,bột thịt gà,12.425342
thịt gà tươi thái sợi,ruốc thịt gà,12.425342
thịt gà tươi thái sợi,thịt gà xay,12.425342
thịt gà tươi thái sợi,gói thịt gà,12.425342
thịt gà tươi thái sợi,thịt gà xé,12.425342
chất chiết nấm men,chất chiết xuất nấm men,20.337135
chất chiết nấm men,dịch chiết nấm men,19.196602
chất chiết nấm men,chiết xuất nấm men,17.410627
chất chiết nấm men,bột chiết xuất nấm men,16.447662
chất chiết nấm men,chiết xuất nấm men dạng bột,15.589288
chất chiết nấm men,nấm men,14.831916
chất chiết nấm men,bột nấm men,13.958533
chất chiết nấm men,nấm men saccharomyces cerevisiae,13.187061
chất chiết nấm men,gia vị nấm men,13.187061
hương sôcôla giống tự nhiên,hương sôcôla giống tự nhiên dùng cho thực phẩm,25.83122
hương sôcôla giống tự nhiên,hương tự nhiên giống tự nhiên,19.926954
hương sôcôla giống tự nhiên,hương sôcôla tự nhiên,19.66904
hương sôcôla giống tự nhiên,hương giống tự nhiên,19.556717
hương sôcôla giống tự nhiên,hương liệu giống tự nhiên,18.648832
hương sôcôla giống tự nhiên,hương vani giống tự nhiên,18.648832
hương sôcôla giống tự nhiên,hương chanh giống tự nhiên,18.648832
hương sôcôla giống tự nhiên,hương dâu giống tự nhiên,18.648832
hương sôcôla giống tự nhiên,hương thịt giống tự nhiên,18.648832
xốt phúc bồn tử,phúc bồn tử,32.95603
xốt phúc bồn tử,hương phúc bồn tử,31.414612
xốt phúc bồn tử,hương phúc bồn tử tổng hợp,28.758307
xốt phúc bồn tử,kỷ tử,9.075975
xốt phúc bồn tử,bao tử,9.075975
xốt phúc bồn tử,xốt,8.33802
xốt phúc bồn tử,gói xốt,7.6606956
xốt phúc bồn tử,xốt mayonnaise,7.6606956
xốt phúc bồn tử,xốt dâu,7.6606956
rentanatri triphosphat,pentanatri triphosphat,9.992481
rentanatri triphosphat,pentasodium triphosphat,9.992481
rentanatri triphosphat,pentanatril triphosphat,9.992481
rentanatri triphosphat,penta atri triphosphat,9.241746
ớt xanh tây ninh,ớt xanh,14.733356
ớt xanh tây ninh,gia vị ớt xanh,13.06711
ớt xanh tây ninh,ớt chuông xanh,12.32954
ớt xanh tây ninh,ớt xiêm xanh,12.32954
ớt xanh tây ninh,ớt,7.054284
ớt xanh tây ninh,đậu xanh,6.8498654
ớt xanh tây ninh,trà xanh,6.8498654
ớt xanh tây ninh,nho xanh,6.8498654
ớt xanh tây ninh,tiêu xanh,6.8498654
có thể chứa đậu lupin,có thể chứa đậu nành,21.688534
có thể chứa đậu lupin,có thể chứa đậu phộng,21.688534
có thể chứa đậu lupin,sản phẩm có thể chứa đậu nành,20.072586
có thể chứa đậu lupin,sản phẩm có thể chứa đậu phộng,20.072586
có thể chứa đậu lupin,sản phẩm có thể chứa  đậu nành,20.072586
có thể chứa đậu lupin,có thể chứa vết đậu phộng,18.798012
có thể chứa đậu lupin,có thể có chứa đậu nành,18.362751
có thể chứa đậu lupin,có thể chứa lượng nhỏ đậu phộng,17.972702
có thể chứa đậu lupin,có thể chứa một ít đậu phộng,17.972702
sữa tươi tiệt trùng không đường,sữa tươi tiệt trùng,31.391876
sữa tươi tiệt trùng không đường,sữa bò không béo tiệt trùng,24.707947
sữa tươi tiệt trùng không đường,sữa tiệt trùng,23.295313
sữa tươi tiệt trùng không đường,sữa bò tiệt trùng,21.94335
sữa tươi tiệt trùng không đường,kem tiệt trùng,18.874256
sữa tươi tiệt trùng không đường,sữa đặc không đường,16.12736
sữa tươi tiệt trùng không đường,tiệt trùng bằng tia cực tím,16.068968
sữa tươi tiệt trùng không đường,sữa thanh trùng,12.222656
sữa tươi tiệt trùng không đường,sữa tươi,12.113171
sản phẩm từ lúa mạch,sản phẩm có chứa nguyên liệu từ lúa mạch,21.55328
sản phẩm từ lúa mạch,sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mạch,19.27983
sản phẩm từ lúa mạch,từ lúa mạch,18.544724
sản phẩm từ lúa mạch,chiết xuất mạch nha từ lúa mạch,17.084625
sản phẩm từ lúa mạch,chiết xuất từ lúa mạch,16.820269
sản phẩm từ lúa mạch,từ lúa mạch from barley,16.820269
sản phẩm từ lúa mạch,bột malt từ lúa mạch,16.820269
sản phẩm từ lúa mạch,sản phẩm có chứa nguyên liệu từ lúa mì,15.291632
sản phẩm từ lúa mạch,sản phẩm có chứa thành phần từ lúa mì,15.291632
hương sữa dừa giống tự nhiên,hương dừa giống tự nhiên dùng cho thực phẩm,22.855494
hương sữa dừa giống tự nhiên,hương tự nhiên giống tự nhiên,19.926954
hương sữa dừa giống tự nhiên,hương giống tự nhiên,19.556717
hương sữa dừa giống tự nhiên,hương liệu giống tự nhiên,18.648832
hương sữa dừa giống tự nhiên,hương vani giống tự nhiên,18.648832
hương sữa dừa giống tự nhiên,hương chanh giống tự nhiên,18.648832
hương sữa dừa giống tự nhiên,hương dâu giống tự nhiên,18.648832
hương sữa dừa giống tự nhiên,hương thịt giống tự nhiên,18.648832
hương sữa dừa giống tự nhiên,hương cam giống tự nhiên,18.648832
mứt bí,mứt dâu,8.947035
mứt bí,mứt cốm,8.947035
mứt bí,mứt dừa,8.947035
mứt bí,mứt táo,8.947035
mứt bí,mứt đào,8.947035
mứt bí,bí đỏ,8.435348
mứt bí,hạt bí,8.435348
mứt bí,bí ngô,8.435348
mứt bí,bí ngòi,8.435348
gia vị thịt,gia vị thịt gà,17.08096
gia vị thịt,bột gia vị thịt heo,16.31324
gia vị thịt,bột gia vị thịt nướng,16.31324
gia vị thịt,hương gia vị thịt nướng,16.31324
gia vị thịt,bột gia vị hương thịt,14.336607
gia vị thịt,gia vị,11.726412
gia vị thịt,các gia vị,11.0328455
gia vị thịt,bột gia vị,11.0328455
gia vị thịt,gói gia vị,11.0328455
ngồng tỏi,tỏi,8.393122
ngồng tỏi,bột tỏi,7.7113214
ngồng tỏi,tỏi tươi,7.7113214
ngồng tỏi,hương tỏi,7.7113214
ngồng tỏi,tỏi xay,7.7113214
ngồng tỏi,tỏi khô,7.7113214
ngồng tỏi,tỏi hành,7.7113214
ngồng tỏi,tỏi phi,7.7113214
ngồng tỏi,tỏi củ,7.7113214
chất tạo ngọt tổng hợp acesulfam kali sản phẩm có chứa đậu nành,chất tạo ngọt tổng hợp acesulfam kali,42.923706
chất tạo ngọt tổng hợp acesulfam kali sản phẩm có chứa đậu nành,chất tạo ngọt acesulfam kali tổng hợp,37.036213
chất tạo ngọt tổng hợp acesulfam kali sản phẩm có chứa đậu nành,chất tạo ngọt tổng hợp acesulfame kali,30.636398
chất tạo ngọt tổng hợp acesulfam kali sản phẩm có chứa đậu nành,chất tạo ngọt tổng hợp lacesulfam kali,30.636398
chất tạo ngọt tổng hợp acesulfam kali sản phẩm có chứa đậu nành,sản phẩm có chứa đậu nành,30.34493
chất tạo ngọt tổng hợp acesulfam kali sản phẩm có chứa đậu nành,vitamin d sản phẩm có chứa đậu nành,28.27298
chất tạo ngọt tổng hợp acesulfam kali sản phẩm có chứa đậu nành,chất tạo ngọt tổng hợp,27.443913
chất tạo ngọt tổng hợp acesulfam kali sản phẩm có chứa đậu nành,sản phẩm có thể chứa đậu nành,26.849888
chất tạo ngọt tổng hợp acesulfam kali sản phẩm có chứa đậu nành,sản phẩm có thể chứa  đậu nành,26.849888
súp lơ xanh,tinh bột đậu xanh súp,12.518807
súp lơ xanh,súp,9.490734
súp lơ xanh,gói súp,8.71977
súp lơ xanh,bột súp,8.71977
súp lơ xanh,súp kem,8.71977
súp lơ xanh,súp gia vị,8.064654
súp lơ xanh,bột cari súp,8.064654
súp lơ xanh,hương súp hàn quốc,7.501096
súp lơ xanh,đậu xanh,6.8498654
rau chân vịt,bột rau chân vịt,28.98843
rau chân vịt,trứng vịt,10.633108
rau chân vịt,chân nấm hương,9.834243
rau chân vịt,rau,7.1767826
rau chân vịt,rau sấy,6.593789
rau chân vịt,gói rau,6.593789
rau chân vịt,rau củ,6.593789
rau chân vịt,rau răm,6.593789
rau chân vịt,rau mùi,6.593789
kiệu,củ kiệu,11.110014
sản phẩm có chứa giáp xác,giáp xác,22.492847
sản phẩm có chứa giáp xác,loài giáp xác,21.153616
sản phẩm có chứa giáp xác,sản phẩm có chứa,20.496073
sản phẩm có chứa giáp xác,động vật giáp xác,19.972225
sản phẩm có chứa giáp xác,sản phẩm có chứa sữa,19.650532
sản phẩm có chứa giáp xác,sản phẩm có chứa gluten,19.650532
sản phẩm có chứa giáp xác,sản phẩm có chứa cá,19.650532
