query,match,score,jacc_score
ii,chất nhũ hóa ii,8.217768,1.0
ii,chất tạo màu tổng hợp caramen nhóm ii,6.4225388,1.0
ii,chất tạo màu tổng hợp caramen nhóm ii caramien amoni,5.7900944,1.0
chanh,lá chanh,6.9366693,1.0
chanh,hương chanh,6.9366693,1.0
chanh,chanh dây,6.9366693,1.0
chanh,bột chanh,6.9366693,1.0
chanh,nước chanh,6.9366693,1.0
chanh,chanh leo,6.9366693,1.0
chanh,chanh tươi,6.9366693,1.0
chanh,vỏ chanh,6.9366693,1.0
chanh,cây chanh,6.9366693,1.0
gluten,bột gluten,7.518841,1.0
gluten,chứa gluten,7.518841,1.0
gluten,wheat gluten,7.518841,1.0
gluten,có gluten,7.518841,1.0
gluten,white gluten,7.518841,1.0
gluten,gạo gluten,7.518841,1.0
gluten,gluten lúa mì,6.95395,1.0
gluten,có chứa gluten,6.95395,1.0
gluten,gluten bột mì,6.95395,1.0
salt,sea salt,11.110014,1.0
mè,dầu mè,7.611816,1.0
mè,hạt mè,7.611816,1.0
mè,mè trắng,7.611816,1.0
mè,mè đen,7.611816,1.0
mè,mè rang,7.611816,1.0
mè,muối mè,7.611816,1.0
mè,dầu mè đen,7.03994,1.0
mè,hạt mè đen,7.03994,1.0
mè,hạt mè trắng,7.03994,1.0
chất tạo màu tự nhiên,chất tạo màu  tự nhiên,25.343975,1.0
chất tạo màu tự nhiên,chất tạo màu tự nhiên caramen nhóm i,22.723675,1.0
chất tạo màu tự nhiên,chất tạo màu tự nhiên xuất từ vỏ nho,21.973644,1.0
chất tạo màu tự nhiên,chất tạo màu riboflavin tự nhiên,21.639399,1.0
chất tạo màu tự nhiên,chất tạo màu caramel tự nhiên,21.639399,1.0
chất tạo màu tự nhiên,chất tạo màu paprika oleoresin tự nhiên,20.69109,1.0
chất tạo màu tự nhiên,chất tạo màu beta caroten tự nhiên,20.69109,1.0
chất tạo màu tự nhiên,chất tạo màu caramen nhóm i tự nhiên,19.826565,1.0
chất tạo màu tự nhiên,chất tạo màu caramen tự nhiên nhóm i,19.826565,1.0
bột mỳ,tinh bột mỳ,11.834258,1.0
bột mỳ,chứa bột mỳ,11.834258,1.0
bột mỳ,bột mỳ nguyên cám,11.105724,1.0
bột mỳ,bột lúa mỳ,11.035927,1.0
trứng gà,bột trứng gà,13.808694,1.0
trứng gà,trứng gà tươi,13.808694,1.0
trứng gà,lòng đỏ trứng gà,13.038464,1.0
trứng gà,bột lòng đỏ trứng gà,12.353188,1.0
trứng gà,bột trứng gà nguyên chất,12.353188,1.0
trứng gà,lòng đỏ trứng gà hàn quốc,11.739059,1.0
bột kem thực vật,kem thực vật,20.071405,0.75
bột kem thực vật,bột kem béo thực vật,19.354597,1.0
bột kem thực vật,kem béo thực vật,16.71291,0.75
bột kem thực vật,bột béo thực vật,13.952429,0.75
bột kem thực vật,dầu thực vật whey bột sữa bột lactoza,12.173915,0.75
bột kem thực vật,thực vật đầu cọ tinh bột bắp,11.8338375,0.75
cacao khối,khối cacao nguyên chất,14.458113,1.0
cacao khối,cacao ca cao khối chất béo thực vật,11.299636,1.0
sản phẩm có chứa lúa mì,sản phẩm có thể chứa lúa mì,27.938154,1.0
sản phẩm có chứa lúa mì,sản phẩm có chứa nguyên lúa mì,27.861238,1.0
sản phẩm có chứa lúa mì,sản phẩm có thành phần chứa lúa mì,26.84789,1.0
sản phẩm có chứa lúa mì,sản phẩm có chứa những sản phẩm của lúa mì,26.068172,1.0
sản phẩm có chứa lúa mì,sản phẩm có chứa nguyên liệu từ lúa mì,25.764416,1.0
sản phẩm có chứa lúa mì,sản phẩm có chứa thành phần từ lúa mì,25.764416,1.0
sản phẩm có chứa lúa mì,sản phẩm có chứa các thành phần dị ứng lúa mì,23.976278,1.0
sản phẩm có chứa lúa mì,sản phẩm có chúa lúa mì,23.790764,0.8333333333333334
sản phẩm có chứa lúa mì,sản phẩm có chứa bột mì,23.249495,0.8333333333333334
hương thịt tổng hợp,bột hương thịt tổng hợp,18.788668,1.0
hương thịt tổng hợp,hương liệu thịt tổng hợp,17.454075,1.0
hương thịt tổng hợp,hương thịt tổng hợp dùng cho thực phẩm,16.762846,1.0
hương thịt tổng hợp,hương thịt bò tổng hợp,16.236929,1.0
hương thịt tổng hợp,hương thịt mặn tổng hợp,16.236929,1.0
hương thịt tổng hợp,hương thịt nướng tổng hợp,16.236929,1.0
hương thịt tổng hợp,hương thịt heo tổng hợp,16.236929,1.0
hương thịt tổng hợp,tương thịt bò tổng hợp,12.523078,0.75
hương thịt tổng hợp,hương tổng hợp,12.247448,0.75
hương giống tự nhiên,hương tự nhiên giống tự nhiên,19.926954,1.0
hương giống tự nhiên,hương giống tự nhiên bạc hà,19.206932,1.0
hương giống tự nhiên,hỗn hợp hương giống tự nhiên,19.206932,1.0
hương giống tự nhiên,hương liệu giống tự nhiên,18.648832,1.0
hương giống tự nhiên,hương vani giống tự nhiên,18.648832,1.0
hương giống tự nhiên,hương chanh giống tự nhiên,18.648832,1.0
hương giống tự nhiên,hương dâu giống tự nhiên,18.648832,1.0
hương giống tự nhiên,hương thịt giống tự nhiên,18.648832,1.0
hương giống tự nhiên,hương cam giống tự nhiên,18.648832,1.0
mangan sulfat,mangan sulfat kali iodid,18.075031,1.0
cà chua cô đặc,cả chua cô đặc,19.899015,0.75
cà chua cô đặc,cà chua cổ đặc,17.659828,0.75
cà chua cô đặc,cà phê cô đặc,17.007778,0.75
cà chua cô đặc,cà rốt đen cô đặc,16.042543,0.75
cà chua cô đặc,nước ép cà rốt cô đặc,15.184391,0.75
cà chua cô đặc,nước ép cà rốt đen cô đặc,14.416023,0.75
đường glucose,si rô đường glucose,12.844329,1.0
cam,cam thảo,7.3899007,1.0
cam,hương cam,7.3899007,1.0
cam,vỏ cam,7.3899007,1.0
cam,tép cam,7.3899007,1.0
cam,trái cam,7.3899007,1.0
cam,bột cam,7.3899007,1.0
cam,cam tươi,7.3899007,1.0
cam,nước cam ép từ nước cam cô đặc,6.933484,1.0
cam,nước ép cam,6.834697,1.0
bột phô mai,bột phô mai cheddar,18.487307,1.0
bột phô mai,trong bột phô mai,18.487307,1.0
bột phô mai,bột phô mai mozzarella,18.487307,1.0
bột phô mai,phô mai bột,18.316256,1.0
bột phô mai,bột hương phô mai,17.247448,1.0
bột phô mai,bột gia vị phô mai,16.301277,1.0
bột phô mai,bột whey hương phô mai,16.301277,1.0
bột phô mai,bột gia vị phô mai wasabi,15.457162,1.0
men streptococcus thermophilus,men sống streptococcus thermophilus,24.765577,1.0
men streptococcus thermophilus,lên men từ streptococcus thermophilus,23.388695,1.0
whey bột,bột whey,10.882993,1.0
whey bột,dầu thực vật whey bột sữa bột lactoza,10.210835,1.0
whey bột,bột sữa whey,10.065353,1.0
whey bột,bột whey permeate,10.065353,1.0
whey bột,bột whey ngọt,10.065353,1.0
whey bột,bột whey khử khoáng,9.361986,1.0
whey bột,bột whey từ sữa,9.361986,1.0
whey bột,bột whey giảm lactose,9.361986,1.0
whey bột,bột whey khử khoảng,9.361986,1.0
chất xơ hòa tan,chất xơ hòa tan oligofructose,29.076612,1.0
chất xơ hòa tan,chất xơ hòa tan inulin,29.076612,1.0
chất xơ hòa tan,chất xơ hòa tan linulin,29.076612,1.0
chất xơ hòa tan,nước đường chất xơ hòa tan,27.883001,1.0
chất xơ hòa tan,chất xơ hòa tan chất làm ẩm,27.101692,1.0
chất xơ hòa tan,chất xơ hòa tan từ tinh bột lúa mì,24.859785,1.0
chất xơ hòa tan,chất xơ hoà tan oligofructose,17.033878,0.75
riboflavin,màu riboflavin,8.947035,1.0
riboflavin,riboflavin e5' phosphat,8.274843,1.0
riboflavin,màu tự nhiên riboflavin,7.696597,1.0
riboflavin,chất tạo màu riboflavin,7.696597,1.0
riboflavin,natri riboflavin e5' phosphat,7.696597,1.0
riboflavin,màu tự nhiên riboflavin maltodextrin,7.193887,1.0
riboflavin,riboflavin tur bacillus subtilis e101_iii,7.193887,1.0
riboflavin,chất tạo màu riboflavin tự nhiên,6.7528214,1.0
riboflavin,chất tạo màu riboflavin tổng hợp,6.7528214,1.0
chiết xuất mạch nha,chiết xuất mạch nha lúa mạch,24.447725,1.0
chiết xuất mạch nha,chiết xuất mạch nha từ ngô,23.60953,1.0
chiết xuất mạch nha,chiết xuất mạch nha từ lúa mạch,23.544025,1.0
chiết xuất mạch nha,chiết xuất mạch nha tử lúa mạch,23.544025,1.0
chiết xuất mạch nha,chiết xuất lúa mạch,15.009982,0.75
chiết xuất mạch nha,chiết xuất yến mạch,15.009982,0.75
inulin,hỗn hợp inulin,9.241746,1.0
inulin,chất xơ hòa tan inulin,8.034481,1.0
inulin,chất xơ thực phẩm inulin,8.034481,1.0
inulin,inulin từ rau diếp xoăn,8.034481,1.0
rau sấy,rau sấy khô,13.399776,1.0
rau sấy,gói rau sấy,13.399776,1.0
rau sấy,gói rau sấy khô,12.653846,1.0
rau sấy,rau củ sấy,11.855371,1.0
rau sấy,hỗn hợp rau củ sấy khô,9.674768,1.0
chất tạo màu,chất tạo màu nhân tạo,15.111546,1.0
chất tạo màu,chất tạo màu caramel,15.109659,1.0
chất tạo màu,chất tạo màu riboflavin,15.109659,1.0
chất tạo màu,chất tạo màu ớt,15.109659,1.0
chất tạo màu,chất tạo màu tổng hợp,14.41014,1.0
chất tạo màu,chất tạo màu tự nhiên,14.41014,1.0
chất tạo màu,chất tạo màu  tự nhiên,14.41014,1.0
chất tạo màu,chất tạo màu riboflavin tự nhiên,13.776994,1.0
chất tạo màu,chất tạo màu riboflavin tổng hợp,13.776994,1.0
dầu thực vật tinh luyện,dầu thực vật tỉnh luyện,22.218258,0.8
vitamin b1,vitamin b1 dilaurylsulfate,17.214222,1.0
vitamin b1,vitamin b1 dilaurysulfate,17.214222,1.0
vitamin b1,vitamin b1 vitamin b2,17.014868,1.0
dầu ăn,dầu ăn tinh luyện,13.094458,1.0
dầu ăn,dầu ăn đã xử lý,12.36176,1.0
caffeine,có hàm lượng caffeine cao,7.8441005,1.0
caffeine,hàm lượng caffeine tối thiểu,7.8441005,1.0
caffeine,hương vị nhân tạo caffeine,7.8441005,1.0
caffeine,caffeine sản phẩm có chứa phenylalanine,7.363169,1.0
caffeine,sản phẩm có thể không phù hợp với người nhạy cảm với caffeine,5.152029,1.0
mực,bột mực,8.828854,1.0
mực,khô mực,8.828854,1.0
mực,mực ống,8.828854,1.0
mực,mực khô,8.828854,1.0
mực,chiết xuất mực,8.165541,1.0
mực,bột mực khô,8.165541,1.0
mực,mực ống khô,8.165541,1.0
mực,bột mực ống,8.165541,1.0
mực,hương mực tổng hợp,7.594932,1.0
sữa bò,sữa bò tươi,11.31446,1.0
sữa bò,từ sữa bò,11.31446,1.0
sữa bò,sữa bột từ sữa bò,10.682802,1.0
sữa bò,sữa bò thanh trùng,10.661869,1.0
sữa bò,sữa bò tiệt trùng,10.661869,1.0
sữa bò,sữa bò tươi nguyên chất,10.083424,1.0
sữa bò,bột sữa bò nguyên chất,10.083424,1.0
sữa bò,từ sữa bò thanh trùng,10.083424,1.0
sữa bò,sữa hoàn toàn từ sữa bò tươi,9.761404,1.0
bột sữa gầy,bột sữa gầy chế biến,16.946089,1.0
bột sữa gầy,sữa bột gầy,16.596188,1.0
bột sữa gầy,nguyên liệu sữa bột gầy,14.4282,1.0
pp,vitamin pp,11.110014,1.0
sản phẩm có chứa bột mì,oleoresin sản phẩm có chứa bột mì,28.108574,1.0
sản phẩm có chứa bột mì,sản phẩm này có chứa bột mì,25.68359,1.0
sản phẩm có chứa bột mì,sản phẩm có chứa thành phần bột mì,24.605446,1.0
sản phẩm có chứa bột mì,sản phẩm có chứa lúa mì,23.249495,0.8333333333333334
sản phẩm có chứa bột mì,sản phẩm chứa bột mì,22.602911,0.8333333333333334
sản phẩm có chứa bột mì,sản phẩm có chứa nguyên lúa mì,22.287182,0.8333333333333334
sản phẩm có chứa bột mì,sản phẩm có chứa những sản phẩm của lúa mì,21.086237,0.8333333333333334
sản phẩm có chứa bột mì,sản phẩm có chứa nguyên liệu từ lúa mì,20.599598,0.8333333333333334
sản phẩm có chứa bột mì,sản phẩm có chứa thành phần từ lúa mì,20.599598,0.8333333333333334
dầu hạt cải,dầu hạt cải tinh luyện,16.986433,1.0
dầu hạt cải,dầu hạt cải nguyên chất,16.986433,1.0
dầu hạt cải,dầu hạt cải hydro hóa,16.986433,1.0
dầu hạt cải,dầu hạt cải hydrogen hóa toàn phần,15.547747,1.0
dầu hạt cải,dầu hạt cải hàm lượng axit erucic thấp,14.9220295,1.0
dầu hạt cải,dầu hạt cải hãm lượng axit erucic thấp,14.9220295,1.0
dầu hạt cải,dầu hạt cải có hàm lượng axit erucic thấp,14.347766,1.0
dầu hạt cải,dầu hạt cải có hàm lượng erucic acid thấp,14.347766,1.0
gói rau,gói rau củ,13.824755,1.0
gói rau,gói rau sấy,13.824755,1.0
gói rau,gói rau thơm,13.824755,1.0
gói rau,gói rau sấy khô,13.0512085,1.0
lutein,ara lutein,11.110014,1.0
glucose syrup,mạch nha glucose syrup,16.107525,1.0
glucose syrup,glucose fructose syrup,15.196623,1.0
caramen nhóm i,màu caramen nhóm i,23.84896,1.0
caramen nhóm i,caramen nhóm i tổng hợp,22.76752,1.0
caramen nhóm i,caramen nhóm i tự nhiên,22.76752,1.0
caramen nhóm i,gồm màu tự nhiên caramen nhóm i,20.893791,1.0
caramen nhóm i,chất tạo màu caramen nhóm i tự nhiên,20.075327,1.0
caramen nhóm i,chất tạo màu tự nhiên caramen nhóm i,20.075327,1.0
caramen nhóm i,chất tạo màu caramen tự nhiên nhóm i,17.191391,1.0
phụ gia thực phẩm,các phụ gia thực phẩm,25.55063,1.0
phụ gia thực phẩm,phụ gia thực phẩm có nguồn gốc thực vật,22.874752,1.0
phụ gia thực phẩm,phụ gia thực phẩm có nguồn gốc từ thực vật,22.183327,1.0
b5,vitamin b5,11.110014,1.0
sản phẩm có chứa,sản phẩm có chứa sữa,19.650532,1.0
sản phẩm có chứa,sản phẩm có chứa gluten,19.650532,1.0
sản phẩm có chứa,sản phẩm có chứa cá,19.650532,1.0
sản phẩm có chứa,sản phẩm có chứa trứng,19.650532,1.0
sản phẩm có chứa,sản phẩm có chứa sulfite,19.650532,1.0
sản phẩm có chứa,sản phẩm có chứa mè,19.650532,1.0
sản phẩm có chứa,sản phẩm có chứa sulphite,19.650532,1.0
sản phẩm có chứa,sản phẩm có chứa sunfit,19.650532,1.0
sản phẩm có chứa,sản phẩm có chứa sửa,19.650532,1.0
acid malic,malic acid,16.563034,1.0
acid malic,chất điều chỉnh độ acid acid malic,14.421219,1.0
bột trứng,bột trứng gà,10.186012,1.0
bột trứng,bột trứng muối,10.186012,1.0
bột trứng,bột trứng trắng,10.186012,1.0
bột trứng,bột nguyên trứng,9.387681,1.0
bột trứng,bột nguyễn trứng,9.387681,1.0
bột trứng,bột trứng gà nguyên chất,9.031509,1.0
bột trứng,bột bắp bột nguyên trứng,9.031509,1.0
bột trứng,bột lòng đỏ trứng,8.731669,1.0
bột trứng,bột lòng trắng trứng,8.731669,1.0
hương thực phẩm tổng hợp,hương thực phẩm tổng hợp hương vani,21.810305,1.0
hương thực phẩm tổng hợp,hương liệu thực phẩm tổng hợp,20.936283,1.0
hương thực phẩm tổng hợp,màu thực phẩm tổng hợp,19.029545,0.8
hương thực phẩm tổng hợp,hướng thực phẩm tổng hợp,19.029545,0.8
hương thực phẩm tổng hợp,phẩm màu thực phẩm tổng hợp,18.633202,0.8
hương thực phẩm tổng hợp,hương tổng hợp dùng trong thực phẩm,17.693504,1.0
hương thực phẩm tổng hợp,hương tổng hợp dùng cho thực phẩm,17.693504,1.0
hương thực phẩm tổng hợp,màu thực phẩm tổng hợp caramel c,17.61041,0.8
hương thực phẩm tổng hợp,màu thực phẩm tổng hợp ponceau e4r,17.61041,0.8
chất tạo ngọt tự nhiên,chất tạo ngọt tự nhiên steviol glycosid,25.703857,1.0
chất tạo ngọt tự nhiên,chất tạo ngọt tự nhiên dùng trong thực phẩm,24.023582,1.0
chất tạo ngọt tự nhiên,chất tạo ngọt tự nhiên steviol glycosid từ stevia,24.023582,1.0
chất tạo ngọt tự nhiên,chất tạo ngọt được chiết xuất từ cây cỏ ngọt tự nhiên,21.75099,1.0
chất tạo ngọt tự nhiên,chất tạo màu tự nhiên,16.662216,0.8
chất tạo ngọt tự nhiên,chất tạo màu  tự nhiên,16.662216,0.8
khối lượng,khối lượng tịnh,17.863274,1.0
khối lượng,05 khối lượng,17.863274,1.0
bắp cải,bột bắp cải,14.347719,1.0
bắp cải,bắp cải sấy,14.347719,1.0
bắp cải,bắp cải khô,14.347719,1.0
bắp cải,cải bắp,13.792456,1.0
bắp cải,cải bắp e23,12.7562275,1.0
bắp cải,rau cải bắp,12.7562275,1.0
bắp cải,cải bắp sấy khô,11.864822,1.0
màu thực phẩm tự nhiên,màu thực phẩm tự nhiên monascus red,23.521412,1.0
màu thực phẩm tự nhiên,màu thực phẩm tự nhiên caramel nhóm l,22.715021,1.0
màu thực phẩm tự nhiên,màu thực phẩm tự nhiên caramel nhóm i,22.715021,1.0
màu thực phẩm tự nhiên,màu thực phẩm tự nhiên caramel i plain,22.715021,1.0
màu thực phẩm tự nhiên,màu thực phẩm giống tự nhiên,22.048183,1.0
màu thực phẩm tự nhiên,màu thực phẩm tự nhiên chiết xuất quả dành dành,21.265934,1.0
màu thực phẩm tự nhiên,màu thực phẩm tự nhiên chiết xuất cà rốt tím,21.265934,1.0
màu thực phẩm tự nhiên,thực phẩm màu dầu tự nhiên,20.026587,1.0
màu thực phẩm tự nhiên,hương thực phẩm tự nhiên,19.242592,0.8
bột hành tây,bột hành tây rang,16.931082,1.0
bột hành tây,bột hành tây sấy rang,16.117453,1.0
bột hành tây,bột bắp cái bột hành tây,15.656113,1.0
bột hành tây,gia vị hạt cần này bột hành tây,14.11036,1.0
xi rô glucose,xi rô glucose fructose,25.383575,1.0
bột năng,bột năng được tinh chế từ củ khoai mì,9.859126,1.0
hương liệu giống tự nhiên,hương liệu giống tự nhiên dùng cho thực phẩm,23.721144,1.0
hương liệu giống tự nhiên,hương liệu bạc hà giống tự nhiên,22.410845,1.0
hương liệu giống tự nhiên,hương tự nhiên giống tự nhiên,19.926954,0.8
hương liệu giống tự nhiên,hương giống tự nhiên,19.556717,0.8
hương liệu giống tự nhiên,hương vani giống tự nhiên,18.648832,0.8
hương liệu giống tự nhiên,hương chanh giống tự nhiên,18.648832,0.8
hương liệu giống tự nhiên,hương dâu giống tự nhiên,18.648832,0.8
hương liệu giống tự nhiên,hương thịt giống tự nhiên,18.648832,0.8
hương liệu giống tự nhiên,hương cam giống tự nhiên,18.648832,0.8
bột đậu nành,bột đậu nành tách béo,13.556716,1.0
bột đậu nành,bột tương đậu nành,12.9880905,1.0
bột đậu nành,bột đạm đậu nành,12.9880905,1.0
bột đậu nành,bột nhão đậu nành,12.9880905,1.0
bột đậu nành,bột sốt đậu nành,12.9880905,1.0
bột đậu nành,bột đậu nành đã khử béo,12.950453,1.0
bột đậu nành,bột đậu nành đã khử dầu,12.950453,1.0
bột đậu nành,bột đậu nành đã tách béo,12.950453,1.0
bột đậu nành,bột gia vị đậu nành,12.259182,1.0
củ sắn,củ sắn dây,16.5313,1.0
củ sắn,củ sắn cắt nhỏ,15.575588,1.0
hạt điều,hạt điều màu,11.713547,1.0
hạt điều,hạt điều vỏ lụa,11.044254,1.0
hạt điều,hạt điều rang muối,11.044254,1.0
hạt điều,hạt điều bóc vỏ,11.044254,1.0
hạt điều,hạt điều nhân rang,11.044254,1.0
bột lòng đỏ trứng,bột lòng đỏ trứng gà,26.867573,1.0
bột lòng đỏ trứng,bột lòng đỏ trứng muối,26.867573,1.0
bột lòng đỏ trứng,bột lòng đỏ trứng lên men,25.795391,1.0
bột lòng đỏ trứng,lòng đỏ trứng,25.021767,0.75
bột lòng đỏ trứng,lòng đỏ trứng gà,23.87032,0.75
bột lòng đỏ trứng,lòng đỏ trứng muối,23.87032,0.75
bột lòng đỏ trứng,đường một lòng đỏ trứng,22.829466,0.75
bột lòng đỏ trứng,lòng đỏ trứng gà hàn quốc,21.882801,0.75
bột lòng đỏ trứng,bột lòng trắng trứng,16.986626,0.75
đường kính,đường kính trắng,16.081184,1.0
đường kính,đường kính trắng tinh luyện,14.258946,1.0
quế,bột quế,9.21783,1.0
quế,húng quế,9.21783,1.0
quế,quế cây,9.21783,1.0
quế,nguyệt quế,9.21783,1.0
quế,lá nguyệt quế,8.525293,1.0
quế,quế nguyên chất,8.525293,1.0
quế,rượu mai quế lộ,7.9295454,1.0
quế,bột đinh hương quế hồi,7.4116206,1.0
dextrin,malto dextrin,9.755705,1.0
dextrin,đường dextrin,9.755705,1.0
dextrin,resistant dextrin,9.755705,1.0
dextrin,đường malto dextrin,9.0227585,1.0
dextrin,chất ổn định dextrin,8.392247,1.0
sắt,sắt pyrophosphat,8.19857,1.0
sắt,sắt sulfat,8.19857,1.0
sắt,sắt khử,8.19857,1.0
sắt,sắt pyrophotphat,8.19857,1.0
sắt,sắt sunphat,8.19857,1.0
sắt,giảm sắt,8.19857,1.0
sắt,sắt pyrophosphate,8.19857,1.0
sắt,sắt sulphat,8.19857,1.0
sắt,sắt fumarat,8.19857,1.0
bột thịt gà,bột thịt gà chiết xuất,15.126985,1.0
hương vani,hương vani tổng hợp,10.933571,1.0
hương vani,hương vani tự nhiên,10.933571,1.0
hương vani,hương vani nhân tạo,10.933571,1.0
hương vani,hương vani giống tự nhiên,10.305934,1.0
hương vani,chất tạo hương vani tổng hợp,9.748561,1.0
hương vani,hương thực phẩm tổng hợp hương vani,9.733461,1.0
hương vani,hương vani tổng hợp dùng cho thực phẩm,8.801287,1.0
hương vani,lggtm hương vani tổng hợp dùng cho thực phẩm,8.395095,1.0
có chứa gluten,sản phẩm có chứa gluten,16.357344,1.0
có chứa gluten,ngũ cốc có chứa gluten,16.357344,1.0
có chứa gluten,thành phần có chứa gluten,16.357344,1.0
có chứa gluten,có chứa gluten lúa mì,16.357344,1.0
có chứa gluten,có thể chứa gluten,15.525974,1.0
có chứa gluten,sản phẩm có thể chứa gluten,13.828628,1.0
có chứa gluten,sản phẩm có chứa ngũ cốc có gluten,13.09443,1.0
có chứa gluten,có thể chứa dấu vết gluten,12.615601,1.0
nho,nho khô,7.349402,1.0
nho,nho đen,7.349402,1.0
nho,nho đỏ,7.349402,1.0
nho,trái nho,7.349402,1.0
nho,rong nho,7.349402,1.0
nho,hương nho,7.349402,1.0
nho,nho xanh,7.349402,1.0
nho,nho cardinal,7.349402,1.0
nho,đường nho,7.349402,1.0
chất điều chỉnh độ chua,chất điều chỉnh độ chua axit citric,30.830805,1.0
chất điều chỉnh độ chua,chất điều chỉnh độ,26.333069,0.8
chất điều chỉnh độ chua,chất điều chỉnh độ độ acid,26.052122,0.8
chất điều chỉnh độ chua,chất điều chỉnh độ acid,25.192732,0.8
chất điều chỉnh độ chua,chất điều chỉnh độ axit,25.192732,0.8
chất điều chỉnh độ chua,chất điều chỉnh độ axít,25.192732,0.8
chất điều chỉnh độ chua,chất điều chỉnh độ ph,25.192732,0.8
chất điều chỉnh độ chua,chất điều chỉnh độ axid,25.192732,0.8
chất điều chỉnh độ chua,chất điều chỉnh độ axi,25.192732,0.8
nước tinh khiết,nước lọc tinh khiết,18.566769,1.0
tiêu đen,bột tiêu đen,14.8029785,1.0
tiêu đen,hạt tiêu đen,14.8029785,1.0
tiêu đen,tiêu đen xay,14.8029785,1.0
tiêu đen,vảy tiêu đen,14.8029785,1.0
tiêu đen,bột hạt tiêu đen,13.987031,1.0
tiêu đen,tiêu đen hạt nguyên chất,13.2600975,1.0
tiêu đen,đen là tiêu,13.031197,1.0
tiêu đen,tiêu đen phú quốc nguyên chất,12.607849,1.0
rong biển,rong biển sấy,17.444233,1.0
rong biển,bột rong biển,17.444233,1.0
rong biển,rong biển khô,17.444233,1.0
rong biển,hương rong biển,17.444233,1.0
rong biển,gói rong biển,17.444233,1.0
rong biển,rong biển hàn quốc,16.474155,1.0
rong biển,rong biển nguyên chất,16.474155,1.0
rong biển,chiết xuất rong biển,16.474155,1.0
rong biển,rong biển wakame khô,16.474155,1.0
dầu cá,từ dầu cá,10.986679,1.0
dầu cá,dầu cá ngừ,10.986679,1.0
dầu cá,bột dầu cá,10.986679,1.0
dầu cá,dha từ dầu cá,10.36242,1.0
dầu cá,dầu cá giàu dha,10.36242,1.0
dầu cá,dầu cá là nguồn của axít docosahexaenoic,8.866005,1.0
dầu cá,dầu cá tinh chế có chứa dha,8.866005,1.0
dầu cá,có thể chứa dha từ dầu cá,8.866005,1.0
dầu cá,dầu cá hồi nhập khẩu giàu dha,8.866005,1.0
cá cơm,cá cơm tươi,13.684254,1.0
cá cơm,mắm cá cơm,13.684254,1.0
cá cơm,cốt cá cơm,13.684254,1.0
cá cơm,cá cơm khô,13.684254,1.0
cá cơm,nước mắm cá cơm,12.891271,1.0
cá cơm,tinh cốt cá cơm,12.891271,1.0
cá cơm,nước cốt cá cơm,12.891271,1.0
cá cơm,bột sốt cá cơm,12.891271,1.0
cá cơm,nước mắm cốt cá cơm,12.188742,1.0
bột kem,bột kem sữa,10.07095,1.0
bột kem,bột kem béo,10.07095,1.0
bột kem,bột kem dừa,10.07095,1.0
bột kem,bột kem tartar,10.07095,1.0
bột kem,đường bột kem,10.07095,1.0
bột kem,bột kem không sữa,9.465636,1.0
bột kem,bột kem thực vật,9.465636,1.0
bột kem,bột kem béo thực vật,8.931477,1.0
bột kem,bột kem pha cà phê,8.931477,1.0
dha,dha từ dầu cá,7.501096,1.0
dha,dầu cá giàu dha,7.501096,1.0
dha,nguồn cung cấp dha,7.501096,1.0
dha,fish oil high dha,7.501096,1.0
dha,dha từ đầu cá,7.501096,1.0
dha,dha từ đầu ca,7.501096,1.0
dha,dâu ca giàu dha,7.501096,1.0
dha,dha từ đầu c,7.501096,1.0
dha,dha từ dầu tảo crypthecodinium cohnii,6.581293,1.0
sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì,dầu mè sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì,58.686115,1.0
sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì,sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mạch,56.500835,0.9166666666666666
sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì,sản phẩm chứa nguyên liệu có nguồn gốc từ lúa mì,55.31584,0.9166666666666666
sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì,chất tạo mau erythrosin tổng hợp sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì,53.13651,1.0
sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì,các nguyên liệu có nguồn gốc từ lúa mì,52.835987,0.75
sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì,sản phẩm chứa các nguyên liệu có nguồn gốc từ trứng,52.385277,0.8333333333333334
sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì,sản phẩm chứa các nguyên liệu có nguồn gốc từ thủy sản,51.427704,0.8333333333333334
sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì,sản phẩm chứa các nguyên liệu có nguồn gốc từ đậu nành,50.917118,0.8333333333333334
sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì,tự nhiên sản phẩm chứa các nguyên liệu có nguồn gốc từ đậu nành,48.21999,0.8333333333333334
phô mai,bột phô mai,15.163885,1.0
phô mai,phô mai mozzarella,15.163885,1.0
phô mai,hương phô mai,15.163885,1.0
phô mai,phô mai cheddar,15.163885,1.0
phô mai,phô mai tươi,15.163885,1.0
phô mai,phô mai gouda,15.163885,1.0
phô mai,phô mai hạt,15.163885,1.0
