SKU,Product name,Source,ingredient,Net weight,Nutrition facts?,Serving per package,Serving size,Nutrition facts,
8936066340694,Tương Ớt Và Mayonnaise Kewpie Gói 100G,"topsmarket,bachhoaxanh","Thành phần xốt Kewpie Món Ăn Việt Nước, Dầu đậu nành, Đường. Chất làm dày (1442, 415). Giấm, Muối, Trứng. Mù tạt, Chiết xuất men, Chất điều chỉnh độ axit (296), Chất ngọt tổng hợp (955), Chất bảo quản (385), Chiết xuất hạt mù tạt.
Thành phần xốt Kewpie Tương ớt Tương ớt 96% (Ớt, Tỏi, Nước, Đường. Muối, Chất ổn định 1422, Chất điều chỉnh độ acid 260, Chất điều vị 621, Chất bảo quản 211, 202). Dextrose monohydrate, Chất làm dày (1422,415). Chất điều chỉnh độ acid 330, Nước, Dầu đậu nành, Hương tỏi tự nhiên, Chiết xuất màu ớt tự nhiên 160c, Chất tạo ngọt 955, Chất bảo quản 385, Chiết xuất hạt mù tạt.",100 g,No,,,,#VALUE!
8935039513189,Bột Tẩm Khô Chiên Giòn Aji-Quick 42G,"topsmarket,bachhoaxanh","Tinh bột khoai mì, bột mì, muối, tinh bột bắp, bột chiên xù, maltodextrin, hành, tỏi, chất điều vị (Mononatri L-glutamat, Dinatr 5'-nbonucleotid), đường, tiêu, chất ổn định (Natri hydro carbonat),  bột cà ri.",42 g,Yes,,100 g,"energy,259 ~ 400 kcal,protid,>= 3 g,carbohydrate,61 ~ 93 g",#VALUE!
8936010681422,Phở Cung Đình Vị Gà 68G,"topsmarket,bachhoaxanh","Vắt phở : Gạo, tinh bột sắn biến tính (1404), tinh bột khoai tây, gạo ST25 (14 g/kg), muối, chất nhũ hóa (322, 466).
Gói xốt: Nước, muối, dầu thực vật, chất điều vị (621, 631, 627, 364ii), đường, hành tươi, bột gia vị (bột hành, bột tỏi, bột gừng, bột tiêu, bột ớt, thảo quả, quế), dịch chiết thịt gà (25 g/kg), đạm đậu nành thủy phân, gừng tươi, hương tổng hợp dùng trong thực phẩm (hương gà, hương mùi, hương chanh), chất bảo quản (202, 211), chất làm dày (415), chất điều chỉnh độ axit (330), chất tạo ngọt tổng hợp (acesulfam kali (950)), nước cốt xương hầm (0,25 g/kg), màu tổng hợp (gardenia yellow (164)).
Gói tương ớt: Nước, ớt tươi, muối, chất điều vị (631, 627), giấm, chất điều chỉnh độ axit (330), chất làm dày (412), chất bảo quản (202, 211), chất tạo ngọt tổng hợp (acesulfam kali (950)). Gói rau: Giả thịt (từ gluten lúa mì), rau sấy (hành lá, rau mùi).",68 g,Yes,,68 g,"energy,215 kcal,total fat,2.36 g,carbohydrate,44 g,protein,4.51 g",#VALUE!
8934563304157,Miến Phú Hương Lẩu Thái Tôm 63G,"topsmarket,bachhoaxanh","Vắt miến: Tinh bột khoai tây, chất làm dày (starch acetate (1420)), tinh bột đậu hà lan, tinh bột đậu xanh 20,83 g/kg.
Các gói gia vị: Đường, muối, dịch me, dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321), chất điều vị (mononatri L-glutamat (621), dinatri 5'-inosinat (631), dinatri 5'-guanylat (627), dinatri succinat (364(ii))), tôm sấy 20,74 g/kg (sữa, mè), chả sấy hương vị cá (phẩm màu tự nhiên (carmin (120))), củ hành tím sấy (màu chiết xuất từ ớt), các gia vị (ớt, hành, sả, riềng, gừng), hành lá sấy, thịt heo (cá), ngò gai sấy, chất điều chỉnh độ acid (acid citric (330)), nước mắm, hương chanh tổng hợp, phẩm màu tự nhiên (paprika oleoresin (160c()), curcumin (100(i))), nguyên liệu bổ sung vitamin B12 0,03 g/kg.",60 g,Yes,,60 g,"energy,199 kcal,total fat,2.1 g,carbohydrate,42.7 g,protein,2.2 g,vitamin B12,>= 1.2 mcg",#VALUE!
8935058911683,Xúc Xích Heo CP Tiệt Trùng Gói 5X40G,"topsmarket,bachhoaxanh","Thịt cá, mỡ heo, thịt heo đạm đậu nành, chất làm dày (1422), bột bắp, đường, muối, chất chống oxy hóa (825, 316), chất điều vị (621), chất nhũ hóa (452(i)), chất bảo quản (250,234), chất giữ ẩm (420(i)) chất mang (551), phẩm màu tổng hợp (127), hương liệu thực phẩm tổng hợp thương tiêu, hương thành, hương tôi, hương nhục đậu khấu, hương thịt)",200 g,No,,,,#VALUE!
8801043044059,Mì Trộn Tương Đen Cay Nongshim Chapagetti 137G,"topsmarket,bachhoaxanh","Sợi mì: Sợi mi: bột mì (67 19%), bột khoai tây (19.179%), dầu cọ (12 46%), (chứa chất chống oxi hóa INS 307b), gia vị (chất tạo ngọt tổng hợp (INS 420)), dầu hướng dương, chất nhũ hóa (natri phosphate, INS 322), muối, chất nhũ hóa (INS 475), chất điều chỉnh độ acid (INS 501, 452i, 339i, 500ii), chiết xuất trà xanh, màu thực phẩm tổng hợp (INS 101). Gói súp: gia vị (dầu hạt cần tây, bột ngô, glucose, đậu nành, tinh bột ngô biến tính, chất nhũ hóa (natri phosphate, INS 322), đường (14.690%), gia vị (maltodextrin, chất làm dày (INS 414)chất điều vị (INS 627, INS 621, INS 631), chất chống đông vón (INS 551), muối. Dầu gia vị: dầu gia vị ( dầu hạt cải, dầu cám gạo, ớt đỏ, hành, dầu mè, dầu mù tạt). Rau bắp cải (44%), protein thực vật thủy phân (đậu nành) (32%), cà rốt (14%), đậu.",137 g,Yes,1,137 g,"energy,2490 kj,protein,11 g,total fat,20 g,saturated fat,8 g,carbohydrate,92 g,total sugars,7.2 g,sodium,1340 mg",#VALUE!
8934563216139,Phở Gà Đệ Nhất 65G,"topsmarket,bachhoaxanh","Vắt phở: Gạo, chất làm dầy (tinh bột xử lý oxy hóa (1404)), tinh bột, đường, muối, chất điều vị (mononatri glutamat (621)), chất nhũ hóa (lecitin đậu nành (322(i)), natri cacboxymethy cellulose (466)).
Các gói gia vị: Muối, dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), chất điều vị (mononatri glutamat (621), dinatri 5'-inosinat (631), dinatri 5'-guanylat (627), disodium succinate), tương ớt, thịt gà 16,61 g/kg, các gia vị, đường, protein đậu nành, bột thịt heo (cá), hương gà tổng hợp 5,04 g/kg (lúa mạch, sữa), chiết xuất nấm men, tinh bột, hành lá sấy, ngò gai sấy, chất chống đông vón (dioxyd silic vô định hình (551)), chất điều chỉnh độ acid (acid citric (330)), chất tạo ngọt tổng hợp (aspartam (951), acesulfam kali (950)), chất tạo màu tự nhiên (paprika oleoresin (160c), curcumin (100(i))), chất bảo quản (kali sorbat (202)).",65 g,Yes,1,65 g,"energy,240 kcal,total fat,4 g,carbohydrate,46.2 g,protein,4.7 g",#VALUE!
8934563184148,Mì Hảo Hảo Hương Vị Gà Vàng 74G,"topsmarket,bachhoaxanh","Vắt mì: Bột mì (bổ sung vi chất: kẽm, sắt), dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), tinh bột, muối, đường, nước mắm, chất điều vị (mononatri glutamat (621)), chất ổn định (pentanatri triphosphat (451(i)), kali carbonat (501(i))), chất nhũ hóa (natri cacboxymethyl cellulose (466)), chất điều chỉnh độ acid (natri carbonat (500(i))), chất tạo màu tự nhiên (curcumin (100(i))), bột nghệ.
Các gói gia vị: Muối, dầu thực vật (dầu cọ, chất chống oxy hoá (BHA (320), BHT (321))), chất điều vị (mononatri glutamat (621), disodium succinate, dinatri 5'-inosinat (631), dinatri 5'-guanylat (627)), đường, các gia vị, hương gà tổng hợp 1,76 g/kg, hành lá sấy, chất tạo màu tự nhiên (curcumin (100(i)), paprika oleoresin (160c)), chất chống đông vón (dioxyd silic vô định hình (551)), thịt gà 0,03 g/kg (đậu nành, lúa mì).",74 g,Yes,1,74 g,"energy,334 kcal,total fat,12.2 g,carbohydrate,48.5 g,protein,7.6 g",#VALUE!
8934563302153,Miến Phú Hương Thịt Heo Nấu Măng 57G,"topsmarket,bachhoaxanh","Vắt miến: Tinh bột khoai tây, chất làm dày (starch acetate (1420)), tinh bột đậu hà lan, tinh bột đậu xanh 23,37 g/kg.
Các gói gia vị: Muối, đường, chất điều vị (mononatri L-glutamat (621), dinatri 5'-inosinat (631), dinatri 5'-guanylat (627), dinatri succinat (364(ii))), dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), chả heo sấy 12,96 g/kg (phẩm màu tự nhiên (carmin (120))), protein đậu nành, măng sây 9,26 g/kg, các gia vị (tỏi, tiêu, ớt, hành), bột nguyên trứng, hành lá sấy, tinh bột khoai mì, chiết xuất nấm men, bột kem không sữa (casein), chiết xuất củ cải, chiết xuất từ thịt dê, phẩm màu tổng hợp (caramen nhóm I (150a)), chất chống đông vón (dioxyd silic vô định hình (551)), chất điều chỉnh độ acid (acid citric (330)), phẩm màu tự nhiên (paprika oleoresin (160c(i)), curcumin (100(i))), nguyên liệu bổ sung vitamin B12 0.03 g/kg.",54 g,Yes,,54 g,"energy,190 kcal,total fat,2.3 g,carbohydrate,40.2 g,protein,2.1 g,vitamin B12,>= 1.2 mcg",#VALUE!
8934563182144,Mì Hảo Hảo Sườn Heo Tỏi Phi 73G,"topsmarket,bachhoaxanh","Vắt mì: Bột mì (bổ sung vi chất: kẽm, sắt), dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), tinh bột, muối, đường, nước mắm, chất điều vị (mononatri glutamat (621)), chất ổn định (pentanatri triphosphat (451(i), kali carbonat (501(i))), chất nhũ hóa (natri cacboxymethyl cellulose (466)), chất điều chỉnh độ acid (natri carbonat (500(i))), bột nghệ, chất tạo màu tự nhiên (curcumin (100(i))).
Các gói gia vị: Muối, dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), chất điều vị (mononatri glutamat (621), disodium succinate, dinatr 5'-inosinat (631), dinatri 5'-guanylat (627)), thịt heo 6,14 g/kg, đường, tỏi phi 3,66 g/kg, các gia vị, tỏi 1,87 g/kg, chất ổn định (gồm gua (412)), bột đậu nành, hành lá sấy, tinh bột, hương heo tổng hợp 0,32 g/kg, hướng tỏi tổng hợp 0,20 g/kg ( đậu nành), hương hành tổng hợp, chất tạo màu tự nhiên (paprika oleoresin (160c)), chất tao ngot tong hop (aspartam (951)).",73 g,Yes,1,73 g,"energy,331 kcal,total fat,12.6 g,carbohydrate,47.2 g,protein,7.1 g",#VALUE!
8936028641654,Mì Trộn Tương Đen Cay Koreno 78G,"topsmarket,bachhoaxanh","- Vắt mì: Bột mì, dầu thực vật (dầu cọ tinh luyện, chất chống oxy hóa (320, 321)), chất làm dày (1420), muối, chiết xuất nấm men, gluten lúa mì, chất nhũ hóa (chất ổn định 420(ii), chất nhũ hóa (322(i), 475), dầu đậu nành), chất ổn định (501(i), 451(i), chất tạo xốp (450(iii), 500(i)), chất làm dày (412, 405), chất điều vị (631, 627), phẩm màu tự nhiên (Riboflavin từ Bacillus subtilis). 
- Gói gia vị: Bột gia vị tương đen (4.0% khối lượng), bột kem không sữa, đường, phẩm màu tổng hợp (caramen nhóm IV), chất điều vị (621), bột hành, muối, bột nước tương, bột bắp cái bột hành tây, bột ớt (0.43% khối lượng), bột tiêu đen, chất điều vị (631, 627), chất tạo ngọt tổng hợp (aspartam). 
Gói rau sấy khô: Cà rốt, bắp cải, hành lá, ớt lát (0.083% khối lượng).
 - Gói dầu: Dầu olein cọ tinh luyện, hành củ, hương hành tổng hợp, chất chống oxy hóa (321).",78 g,Yes,1,78 g,"energy,353.4 kcal,total fat,13.7 g,carbohydrate,53.6 g,protein,6.3 g",#VALUE!
8934563358112,Miến Ăn Liền Phú Hương Vị Gà 53G,"topsmarket,bachhoaxanh","Vắt miến: Tinh bột khoai tây, chất làm dày (starch acetate (1420)), tinh bột đậu hà lan, tinh bột đậu xanh 23,64 g/kg.
Các gói gia vị: Muối, đường, chất điều vị (mononatri L-glutamat (621), dinatri 5'-inosinat (631), dinatri 5'-guanylat (627), dinatri succinat (364(ii))), dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), chả gà sấy 16,85 g/kg (đậu nành, trứng), hương gà tổng hợp 12,26 g/kg, các gia vị (tỏi, tiêu, ớt, hành, ngò rí), thư gà 6,97 g/kg, chiết xuất củ cải, cà rốt sấy, ngò rí sấy, hành lá sấy, tinh bột khoai mì, chiết xuất nấm men, bột kem không sữa (casein), phẩm màu tổng hợp (caramen nhóm I (150a)), chất điều chỉnh độ acid (acid citric (330)), chất chống đông vón (dioxyd silic vô định hình (551)), phẩm màu tự nhiên (curcumin (100(i)), beta-caroten (160a(iii))), nguyên liệu bổ sung vitamin B12 0,03 g/kg.",53 g,Yes,1,53 g,"energy,190 kcal,total fat,2.3 g,carbohydrate,40.3 g,protein,1.9 g,vitamin B12,>= 1.2 mcg",#VALUE!
8934563215132,Phở Bò Đệ Nhất 65G,"topsmarket,bachhoaxanh","Vắt phở: Gạo, chất làm dày (tinh bột xử lý oxy hóa (1404)), tinh bột khoai tây, đường, muối, chất điều vị (mononatri L-glutamat (621)), chất nhũ hóa (lecithin đậu nành (322(i)), natri carboxymethyl cellulose (466)).
Các gói gia vị: Muối, dầu thực vật (dầu cọ, chất chống oxy hoá (BHA (320), BHT (321))), chất điều vị (mononatri L-glutamat (621), dinatri 5-inosinat (631), dinatri 5'-guanylat (627)), các gia vị (hành, gừng, tỏi, ớt, tiêu, tai vị, tiểu hồi, quế, hạt ngò), tương ớt, đường, nước cốt bò 17,75 g/kg, protein đậu nành, hương bò tổng hợp 3,7 g/kg, maltodextrin, hành lá sấy, tương đậu nành, tinh bột khoai mì, chiết xuất nấm men, chất chống đông vón (dioxyd silic vô định hình (551), phẩm màu tổng hợp (caramen nhóm I (150a)) hương bò rau thơm tổng hợp (đậu nành) 0,44 g/kg, chất bảo quản (kali sorbat (202)), phẩm màu tự nhiên (curcumin (100(i))), chất tạo ngọt tổng hợp (acesulfam kali (950)).",68 g,Yes,1,68 g,"energy,235 kcal,total fat,3.8 g,carbohydrate,45.6 g,protein,4.6 g",#VALUE!
8935311110549,Cháo Thịt Gà Vifon 70G,"topsmarket,bachhoaxanh","Phôi cháo: Gạo (60%).
Gói gia vị: Muối ăn, chất điều vị (mononatri glutamat, dinatri 5' – guanylat, dinatri 5' – inosinat), đường tinh luyện, hành lá sấy, hành tím, tiêu, nghệ, chất chống đông vón (551).
Gói thịt gà: Thịt gà (12%), nước, mỡ heo, hành tím, tỏi, nước tương, muối ăn, đường tinh luyện, chất điều vị (mononatri glutamat, dinatri 5' – guanylat, dinatri 5' – inosinat), dầu cọ tinh luyện, gừng, tiêu, hương ngò rí tổng hợp và tự nhiên, phẩm màu tự nhiên (caroten tự nhiên (chiết xuất từ thực vật)), chất chống oxy hóa (mixed tocopherol (vitamin E)).",70 g,Yes,1,70 g,"energy,153.3 - 273.6 kcal,protein,4.2 - 7.8 g,total fat,2.1 - 3.6 g,carbohydrate,29.4 - 52.5 g",#VALUE!
8935311110464,Phở Gà Vifon 65G,"topsmarket,bachhoaxanh","Vắt phở. Gạo (70%), chất làm dày (1404, 412), muối ăn, chất điều vị (mononatri L-glutamat), chất tạo ngọt tổng hợp (acesulfam kali, aspartam).
Gia vị: Muối ăn, dầu cọ tinh luyện, chất điều vị (mononatri L-glutamat, dinatri 5'-guanylat, dinatri 5'-inosinat), ớt, hương gà tổng hợp, đường tinh luyện, bột thịt gà (0.5%), hành lá sấy, giả thịt (bột đậu nành đã khử béo), hành tím, tối, gia vị phở (quế, đinh hương, hỏi), chất làm dày (1422, 415), gừng, cà chua cô đặc, phẩm màu tự nhiên (150a, 160a(i), hương ngò gai tổng hợp, tiêu, nghệ, chất chồng đồng vón (551), chất điều chỉnh độ acid (260, 330), chất tạo ngọt tổng hợp (acesulfam kali, aspartam), chất bảo quản (kali sorbat). Có chứa: Đậu nành. Có thể chứa: Sữa.",65 g,Yes,1,65 g,"energy,178.7 - 274.6 kcal,protein,3.5 - 6.3 g,total fat,2.7 - 4.6 g,carbohydrate,35.1 - 52 g",#VALUE!
89686010947,Mì Xào Khô Indomie Đặc Biệt 85G,"topsmarket,bachhoaxanh","Vắt mì: bột mì, dầu thực vật tinh luyện, tỉnh bột sắn, muối, chất điều vị (E621), chất tạo vị chua (E500. E501), khoáng chất sắt, chất chống oxy hóa (TBHQ - E319), màu thực phẩm (CI 19140 - E102). Bột gia vị: muối, đường, chất tăng hương vị-bột ngọt (MSG - E621), tỏi, hành tây, hương vị gà nhân tạo (chứa chất điều vị E621, E631, E627), tiêu, vitamin (A, B1, B6, B12, Niacin, acid folic, acid pantothenic). Dầu gia vị: dầu thực vật tinh luyện, hành tim. Nước sốt: đường, nước, đậu tương, bột lúa mạch, muối, gia vị và hương liệu gã nhân tạo, dầu mè. Sốt ớt: ớt, nước, đường, muối, chất điều vị (E621), gia vị, chất tăng hương vị (bột ngọt, chất tăng hương vị E621, E631, E627), hương liệu gà nhân tạo, chất bảo quản (E211, sodium metabisulfite) Là hành phi: (chứa chất chống oxy hóa TBHQ - E319)",85 g,Yes,,100 g,"energy,153 kcal",#VALUE!
8934563805159,Mì Hảo Hảo Xào Tôm Khô Hành 75G,"topsmarket,bachhoaxanh","Vắt mì: Bột mì (bổ sung vi chất kẽm, sắt), dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), tinh bột khoai mì, muối, chất ổn định (pentanatri triphosphat (451(1), kali carbonat (501()), chất nhũ hóa (natri carboxymethyl cellulose (466)), chất điều chỉnh độ acid (natri carbonat (500(i))), bột nghệ, phẩm màu tự nhiên (curcumin (100(i))).
Các gói gia vị: Dầu thực vật (dầu cọ, chất chống oxi hoá (BHA (320), BHT (321))), đường, muối, các gia vị (hành 11,34 g/kg, tỏi), chất điều vị (mononatri L-glutamat (621), dinatri 5'-inosinat (631), dinatri 5'-guanylat _(627), dinatri succinat (364(ii))), maltodextrin, cà chua, tôm 3,38 g/kg, hành lá sấy 2,65g/kg, cà rốt sấy, nước mắm, phẩm màu tổng hợp (caramen nhóm I (150a)), phẩm màu tự nhiên",75 g,Unclear,,,,#VALUE!
8938501141019,Cá Nục 3 Cô Gái Sốt Cà 155G,"topsmarket,bachhoaxanh","Cá nục 60%, xốt cà chua 35%, dầu nành, đường, muối, chất làm dày 1412, 412, chất điều vị (621), màu thực phẩm 160d.",155 g,Yes,2,77 g,"energy,80 kcal,energy from fat,30 kcal,total fat,3.5 g,saturated fat,1.5 g,cholesterol,25 mg,sodium,450 mg,carbohydrate,2 g,total sugars,2 g,protein,11 g,calcium,25 %,iron,4 %",#VALUE!
8934563151157,Mì Hảo Hảo Xào Tôm Chua Ngọt 75G,"topsmarket,bachhoaxanh","Vắt mì: Bột mì (bổ sung vi chất: kẽm, sắt), dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), tinh bột, muối, chất ổn định (pentanatri triphosphat (451(i)), kali carbonat (501(i))), chất nhũ hóa (natri cacboxymethyl cellulose (466)), chất điều chỉnh độ acid (natri carbonat (500(i))), bột nghệ, chất tạo màu tự nhiên (curcumin (100(i))).
Các gói gia vị: Dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), đường, muối, hành, các gia vị, chất điều vị (mononatri glutamat (621), dinatri 5'-inosinat (631), dinatri 5'-guanylat (627), disodium succinate), cà chua, me, tôm 2,75 g/kg, hành lá sấy, chất tạo màu tổng hợp (caramen nhóm maltodextrin, I (150a)), chất điều chỉnh độ acid (acid citric (330)), nước mắm, chất tạo màu tự nhiên (paprika oleoresin (160c)), thịt heo, lá chanh, chất tạo ngọt tổng hợp (acesulfam kali (950)), chất bảo quản (kali sorbat (202)).",75 g,Yes,1,75 g,"energy,341 kcal,total fat,15 g,carbohydrate,44.9 g,protein,6.5 g",#VALUE!
8936010680555,Mì Cung Đình Lẩu Tôm Chua Cay 85G,"topsmarket,bachhoaxanh","Vắt Mì: Bột mì, dầu shortening, nước, tinh bột khoai mì, tinh bột khoai tây (10 g/kg), muối i- ốt, chất điều vị (621, 631, 627), chiết xuất nấm men, bột trứng gà (1 g/kg), chất làm dày (412, 466), chất tạo xốp (500ii, 451i, 452i), chất tạo màu (màu tổng hợp (riboflavin (101i)), màu tự nhiên (gardenia yellow (164))), chất chống oxy hóa (320).
Gói xốt lấu tôm chua cay (21,7 g) : Nước, hành tươi, dầu thực vật, muối, đường, tỏi tươi, nước mắm, chất điều vị (621, 631, 627, 364ii), ớt tươi, bột gia vị (bột hành, bột tiêu, bột tỏi), bột tôm (13,8 g/kg), lá mùi tàu, chất điều chỉnh độ axit (296), hương tổng hợp dùng cho thực phẩm (hương chanh, hương sả), chiết xuất nấm men, chất bảo quản (202, 211), chất tạo ngọt tổng hợp (acesulfam kali (950), chất ổn định (415), màu tự nhiên (paprika oleoresin (160c)).
Gói tương ớt: Nước, đường, bột ớt, muối, chất điều vị (621), chất điều chỉnh độ axit (330), chất ổn định (415), chất bảo quản (202, 211), màu tự nhiên (paprika Oleoresin (160c)), chất tạo ngọt tổng hợp (acesulfam kali (950). Gói rau: Giả thịt (từ đậu nành), rau sấy (hành lá, đậu bắp, cà rốt).
Sản phẩm chứa các nguyên liệu có nguồn gốc từ lúa mì, trứng, thủy sản, đậu nành.",85 g,Yes,1,85 g,"energy,344.53 kcal,total fat,13.25 g,carbohydrate,48.92 g,protein,7.39 g",#VALUE!
8934563183158,Mì Hảo Hảo Sa Tế Hành Tím 74G,"topsmarket,bachhoaxanh","Vắt mì: Bột mì (bổ sung vi chất kẽm, sắt), dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), tinh bột, muối, đường, nước mắm, chất điều vị (mononatri glutamat (621)), chất ổn định (pentanatri triphosphat (451(i)), kali carbonat (501(i))), chất nhũ hóa (natri cacboxymethyl cellulose (466)), chất điều chỉnh độ acid (natri carbonat (500(i))), chất tạo màu tự nhiên (curcumin (100(i))), bột nghệ.
Các gói gia vị: Muối, dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321)), chất điều vị (mononatri glutamat (621), disodium succinate, dinatri 5'-inosinat (631), dinatrì 5'-guanylat (627), đường, sa tế 7,37 g/kg (ớt, tỏi, dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), muối, đường), hành tim phi 2,66 g/kg, gia vị, tỉnh bột, hành lá sấy, hương hành tím phi tổng hợp 0,68 g/kg (sữa), bột thịt gà (đậu nành, lúa mì), chất chống đông vón (dioxyd silic vô định hình (551)), chất tạo màu tự nhiên (paprika oleoresin (160c), curcumin (100(i))).",75 g,Yes,1,75 g,"energy,339 kcal,total fat,13 g,carbohydrate,48.2 g,protein,7.3 g",#VALUE!
8934563651138,Mì Ly Handy Hảo Hảo Tôm Chua Cay 67G,"topsmarket,bachhoaxanh","Vắt mì: Bột mì, shortening (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), tinh bột, muối, đường, dịch chiết xuất từ cá, chất điều vị (mononatri glutamat (621)), chất ổn định (penta atri triphosphat (451(1), kali carbonat (501(i))), chất nhũ hoá (natri cacboxymethyl cellulose (466)), chất điều chỉnh độ acid (natri carbonat (500(i))), các gia vị, phẩm màu (curcurnin (100(i))).
Các gói gia vị: Dầu tinh luyện (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), đường, muối, tôm viên sấy (trứng, đậu nành, sò điệp, phẩm màu (paprika oleoresin (160c))) và bột tôm: 22,5 g/kg, chất điều vị (mononatri glutamat (621), dinatri 5'-inosinat (631), dinatri 5'-guanylat (627)), các gia vị, hành lá sấy, chất điều chỉnh độ acid (acid citric (330)), bạc hà sấy, dịch chiết xuất từ cá, phẩm màu (paprika oleoresin (160c), curcumin (100(i))), chất tạo ngọt (aspartam (951))",67 g,Yes,1,67 g,"energy,297 kcal,total fat,10.9 g,carbohydrate,42.8 g,protein,6.8 g",#VALUE!
8936017368791,Mì Omachi Tôm Chua Cay 5 Sao 78G,"topsmarket,bachhoaxanh"," VẮT MÌ - Bột mì, dầu thực vật, tinh bột khoai mì, tinh bột khoai tây 20g/kg, muối i-ốt, nước mắm, chất tạo xốp (451i, 452i,500i), chất làm dày (412), chất điều vị (621,635), chiết xuất nấm men, bột lòng đỏ trứng 830mg/kg, hỗn hợp màu thực phẩm (100i), bột cà ri, chất chống oxy hóa (320,321), chất điều chỉnh độ axit (330).
Súp: Chất điều vị (621, 635, 364(ii), 951), dầu cọ, đường, muối, đạm đậu nành, tỏi, hành tím, bột tôm 6,1 g/kg, thơm 4,9 g/kg, Cải chua 4,9 g/kg, ớt 4,9 g/kg, cà chua dạng sệt, bột ớt 4,5 g/kg, chất điều chỉnh độ acid (330), tôm khô 3,7 g/kg, bột tỏi, hành lá sấy, hương liệu (tổng hợp, giống tự nhiên, tự Thiên), ớt sấy 1,8 g/kg, gạo, mực khô, ngò đại sấy, nước mắm, chiết xuất nấm men, bột tiêu, bột chiết xuất sườn heo 240 mg/kg, D xylose, chất bảo quản (211), nguyên liệu vitamin E acetate (DL-alpha-tocopheryl acetat) 32,7 mg/kg, chất chống oxy hóa (320, 321), chất làm dày (415).",78 g,Yes,1,78 g,"protein,7.6 g,lipid,18 g,carbohydrate,45 g,energy,372.4 kcal",#VALUE!
8934563138165,Mì Hảo Hảo Tôm Chua Cay 75G,"topsmarket,bachhoaxanh","Vắt mì: Bột mì (bổ sung vi chất: kẽm, sắt), dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), tinh bột, muối, đường, nước mắm, chất điều vị (mononatri glutamat (621)), chất ổn định (pentanatri triphosphat (451(i)), kali carbonat (501(i)), chất điều chỉnh độ acid (natri carbonat (500(i))), bột nghệ, chất tạo màu tự nhiên (curcumin (100(i))).
Các gói gia vị: Đường, muối, dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), chất điều vị (mononatri glutamat (621), dinatri 5' - inosinat (631), dinatri 5' - guanylat (627)), các gia vị, chất điều chỉnh độ acid (acid citric (330)), bột tôm 2,83 g/kg, hành lá sấy, nước mắm, chất tạo màu tự nhiên (paprika oleoresin (160c), curcumin (100(i)), chất tạo ngọt tổng hợp (aspartam (951)).",75 g,Yes,1,75 g,"energy,350 kcal,total fat,13 g,carbohydrate,51.4 g,protein,6.9 g",#VALUE!
8934563301156,Miến Phú Hương Sườn Heo 55G,"topsmarket,bachhoaxanh","Vắt miến: Tinh bột khoai tây, chất làm dày (starch acetate (1420)), tinh bột đậu hà lan, tinh bột đậu xanh 22.82 g/kg
 Các gói gia vị: Muối, đường, chất điều vị (mononatri L-glutamat (621), dinatri 5'-inosinat (631), dinatri 5'-guanylat (627), dinatri succinat (364(ii))), dầu thực vật (dầu cọ, chất chống oxy hóa (BHA (320), BHT (321))), chả heo sấy 12,64 g/kg (phẩm màu tự nhiên (carmin (120))), nấm mèo sấy, các gia vị (tỏi, tiêu, ớt, hành, ngò rí), bột nguyên trứng, protein đậu nành, tinh bột khoai mì, hành lá sấy, ngò rí sấy, chiết xuất nấm men, bột kem không sữa (casein), bột thịt heo 1,79 g/kg (cá), phẩm màu tổng hợp (caramen nhóm I (150a)), chất điều chỉnh độ acid (acid citric (330)), chất chống đông vón (dioxyd silic vô định hình (551)), phẩm màu tự nhiên (paprika oleoresin (160c(i)), curcumin (100(i))), nguyên liệu bổ sung vitamin B12 0,03 g/kg.",55 g,Yes,1,55 g,"energy,190 kcal,total fat,2.3 g,carbohydrate,40.3 g,protein,2.1 g,vitamin B12,>= 1.2 mcg",#VALUE!
